264,,Speeder,Countryman,,,,,,,,,,,,,,,,,,,,,
265,,CZ,Sports,150cc,,,,,,,,,,,,,,,,,,,,
266,,Frantic,IS,150,,,,,,,,,,,,,,,,,,,,
267,,Keeway,RKS150,Sports,,,,,,,,,,,,,,,,,,,,
268,,Keeway,Superlight,150,,,,,,,,,,,,,,,,,,,,
269,,Keeway,RKV,150,,,,,,,,,,,,,,,,,,,,
270,,Keeway,RKV,150 2016,,,,,,,,,,,,,,,,,,,,
271,,Keeway,RKS,125,,,,,,,,,,,,,,,,,,,,
272,,Keeway,RKS,100,,,,,,,,,,,,,,,,,,,,
273,,Keeway,TXM,150,,,,,,,,,,,,,,,,,,,,
274,,Keeway,Magnet,100,,,,,,,,,,,,,,,,,,,,
275,,Keeway,RKS,150 CBS Edition,,,,,,,,,,,,,,,,,,,,
276,,Keeway,RKR,150,,,,,,,,,,,,,,,,,,,,
277,,Yume Japan,Katana,,,,,,,,,,,,,,,,,,,,,
278,,Taro,GP-1,,,,,,,,,,,,,,,,,,,,,
279,,Taro,GP-2,Sport,,,,,,,,,,,,,,,,,,,,
280,,Benett,150,,,,,,,,,,,,,,,,,,,,,
281,,SYM,Wolf,T1 150,,,,,,,,,,,,,,,,,,,,
282,,Zongshen,Spark,Cyclone,,,,,,,,,,,,,,,,,,,,
283,,Zongshen,CG125-4,,,,,,,,,,,,,,,,,,,,,
284,,Zongshen,ZS-100-4,Hydraulic,,,,,,,,,,,,,,,,,,,,
285,,Zongshen,ZS 100-55,,,,,,,,,,,,,,,,,,,,,
286,,Zongshen,ZS 80,Alloy,,,,,,,,,,,,,,,,,,,,
287,,Zongshen,ED80,CDI,,,,,,,,,,,,,,,,,,,,
288,,Zongshen,ZS,50,,,,,,,,,,,,,,,,,,,,
289,,Hundai,GL150,Premio,,,,,,,,,,,,,,,,,,,,
290,,Hundai,GL 100,Unique,,,,,,,,,,,,,,,,,,,,
291,,Hundai,Deluxe,100,,,,,,,,,,,,,,,,,,,,
292,,Hundai,Tulip,80,,,,,,,,,,,,,,,,,,,,
293,,Regal Raptor,Daytona,125,,,,,,,,,,,,,,,,,,,,
294,,Regal Raptor,Bobber,,,,,,,,,,,,,,,,,,,,,
295,,Regal Raptor,Spyder,,,,,,,,,,,,,,,,,,,,,
296,,Regal Raptor,Stellar,,,,,,,,,,,,,,,,,,,,,
297,,Pegasus,EVO,150R,,,,,,,,,,,,,,,,,,,,
298,,Pegasus,Zeus,150cc,,,,,,,,,,,,,,,,,,,,
299,,Pegasus,Fabio,125cc,,,,,,,,,,,,,,,,,,,,
300,,Pegasus,Victory,100cc,,,,,,,,,,,,,,,,,,,,
301,,Pegasus,Victory,80cc,,,,,,,,,,,,,,,,,,,,
302,,Motrac,M3,,,,,,,,,,,,,,,,,,,,,
303,Scooter,Italjet,Moto Charger,,,,,,,,,,,,,,,,,,,,,
304,,Piaggio,Auge,Rhino,,,,,,,,,,,,,,,,,,,,
305,,Piaggio,Auge,Classic,,,,,,,,,,,,,,,,,,,,
306,,Piaggio,Auge,Robinson 150cc,,,,,,,,,,,,,,,,,,,,
307,,Piaggio,Auge,Robinson 125cc,,,,,,,,,,,,,,,,,,,,
308,,Piaggio,Auge,100cc,,,,,,,,,,,,,,,,,,,,
309,,Goodwheel,Avatar,150cc,,,,,,,,,,,,,,,,,,,,
310,,CFMoto,150NK,,,,,,,,,,,,,,,,,,,,,
311,,H Power,Max,,,,,,,,,,,,,,,,,,,,,
312,,H Power,Max,Z,,,,,,,,,,,,,,,,,,,,
313,,H Power,Dark,,,,,,,,,,,,,,,,,,,,,
314,,H Power,RS Z,,,,,,,,,,,,,,,,,,,,,
315,,H Power,Premio,,,,,,,,,,,,,,,,,,,,,
316,,H Power,Robot,,,,,,,,,,,,,,,,,,,,,
317,,H Power,Recover,,,,,,,,,,,,,,,,,,,,,
318,,Zaara,100,,,,,,,,,,,,,,,,,,,,,
319,,Zaara,110,,,,,,,,,,,,,,,,,,,,,
320,,Zaara,80,,,,,,,,,,,,,,,,,,,,,
321,,Loncin,GP,150,,,,,,,,,,,,,,,,,,,,
322,E Bike,Akij,Samrat,,,,,,,,,,,,,,,,,,,,,
323,E Bike,Akij,Durjoy,,,,,,,,,,,,,,,,,,,,,
324,E Bike,Akij,Ponkhiraj,,,,,,,,,,,,,,,,,,,,,
325,E Bike,Green Tiger,GT5,Pulse,,,,,,,,,,,,,,,,,,,,
326,E Bike,Bir,Nova,,,,,,,,,,,,,,,,,,,,,
327,E Bike,Bir,Eco,,,,,,,,,,,,,,,,,,,,,
328,E Bike,Bir,Magnum,,,,,,,,,,,,,,,,,,,,,
329,E Bike,Bir,SUN RA,EM-10,,,,,,,,,,,,,,,,,,,,
