188,Hatchback,Suzuki,Alto,K-10,India,,998,67,3545,1490,1475,160,5,11.5,,Petrol,Uttara Motors Ltd.,,,,,,,,
189,Hatchback,Suzuki,WagonR,1.0L,India,,998,68,3599,1495,1700,,5,12.75,,Petrol,Uttara Motors Ltd.,,,,,,,,
190,Hatchback,Suzuki,Swift,1.2L,India,,1197,85,3850,1695,1530,170,5,,,Petrol,Uttara Motors Ltd.,,,,,,,,
191,Sedan,Suzuki,Swift,Dzire,India,,1197,85,3995,1695,1555,170,5,,,Petrol,Uttara Motors Ltd.,,,,,,,,
192,Sedan,Suzuki,Ciaz,1.4L,India,,1373,91,4490,1730,1485,170,5,,,Petrol,Uttara Motors Ltd.,,,,,,,,
193,MPV,Suzuki,Ertiga,1.4L,India,,1373,91,4265,1695,1685,185,7,,,Petrol,Uttara Motors Ltd.,,,,,,,,
194,SUV,Suzuki,Grand Vitara,2.0L,,,1995,138,4470,1810,1695,200,5,,,Petrol,Uttara Motors Ltd.,,,,,,,,
195,Microbus,Suzuki,Omni,0.8L,,,796,35,3370,1410,1640,165,,,,,Uttara Motors Ltd.,,,,,,,,
196,Microbus,Suzuki,APV,1.6L,,,1590,,4230,1655,1865,,8,,,Petrol,Uttara Motors Ltd.,,,,,,,,
197,Sedan,Kia,Optima,2.0L,South Korea,,2000,157,,,,,,,,,,,,,,,,,
198,SUV,Kia,Sportage,Compact SUV,South Korea,,,,,,,,,,,,,,,,,,,,
